id,nombre_cientifico,id_dicc_especies,nombre_cientifico.1,kingdom,phylum,subphylum,class,order,family,genus
23708,Pyrrhocorax pyrrhocorax,426,Pyrrhocorax pyrrhocorax,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Pyrrhocorax
23709,Phoenicurus phoenicurus,303,Phoenicurus phoenicurus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Phoenicurus
23710,Sylvia melanocephala,326,Sylvia melanocephala,Metazoa,Chordata,Craniata,Aves,Passeriformes,Sylviidae,Sylvia
23711,Sylvia,317,Sylvia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Sylviidae,Sylvia
23712,Sylvia,317,Sylvia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Sylviidae,Sylvia
23713,Lanius excubitor,406,Lanius excubitor,Metazoa,Chordata,Craniata,Aves,Passeriformes,Laniidae,Lanius
23714,Phoenicurus phoenicurus,303,Phoenicurus phoenicurus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Phoenicurus
23715,Erithacus rubecula,296,Erithacus rubecula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Erithacus
23716,Turdus merula,293,Turdus merula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
23717,Phoenicurus phoenicurus,303,Phoenicurus phoenicurus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Phoenicurus
23718,Lullula arborea,236,Lullula arborea,Metazoa,Chordata,Craniata,Aves,Passeriformes,Alaudidae,Lullula
23719,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23720,Pica pica,431,Pica pica,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Pica
23721,Sylvia,317,Sylvia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Sylviidae,Sylvia
23722,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
23723,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23724,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
23725,Sylvia cantillans,320,Sylvia cantillans,Metazoa,Chordata,Craniata,Aves,Passeriformes,Sylviidae,Sylvia
23726,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
23727,Pica pica,431,Pica pica,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Pica
23728,Phoenicurus phoenicurus,303,Phoenicurus phoenicurus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Phoenicurus
23729,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23731,Lanius excubitor,406,Lanius excubitor,Metazoa,Chordata,Craniata,Aves,Passeriformes,Laniidae,Lanius
23732,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23734,Emberiza cirlus,464,Emberiza cirlus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23735,Sylvia,317,Sylvia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Sylviidae,Sylvia
23736,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23737,Turdus iliacus,291,Turdus iliacus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
23738,Turdus iliacus,291,Turdus iliacus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
23739,Passer domesticus,412,Passer domesticus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Passeridae,Passer
23740,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23741,Turdus viscivorus,289,Turdus viscivorus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
23742,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23743,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
23744,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
23745,Pica pica,431,Pica pica,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Pica
23746,Erithacus rubecula,296,Erithacus rubecula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Erithacus
23747,Erithacus rubecula,296,Erithacus rubecula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Erithacus
23748,Sylvia undata,318,Sylvia undata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Sylviidae,Sylvia
23749,Parus major,371,Parus major,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Parus
23750,Turdus iliacus,291,Turdus iliacus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
23751,Turdus iliacus,291,Turdus iliacus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
23752,Sylvia atricapilla,324,Sylvia atricapilla,Metazoa,Chordata,Craniata,Aves,Passeriformes,Sylviidae,Sylvia
23753,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
23754,Lullula arborea,236,Lullula arborea,Metazoa,Chordata,Craniata,Aves,Passeriformes,Alaudidae,Lullula
23755,Turdus merula,293,Turdus merula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
23756,Phylloscopus,349,Phylloscopus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Phylloscopidae,Phylloscopus
23757,Turdus torquatus,294,Turdus torquatus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
23758,Emberiza cirlus,464,Emberiza cirlus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23759,Emberiza cirlus,464,Emberiza cirlus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23760,Carduelis carduelis,446,Carduelis carduelis,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Carduelis
23761,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23762,Pica pica,431,Pica pica,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Pica
23763,Parus major,371,Parus major,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Parus
23764,Pica pica,431,Pica pica,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Pica
23765,Pica pica,431,Pica pica,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Pica
23766,Phoenicurus phoenicurus,303,Phoenicurus phoenicurus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Phoenicurus
23767,Pica pica,431,Pica pica,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Pica
23769,Lullula arborea,236,Lullula arborea,Metazoa,Chordata,Craniata,Aves,Passeriformes,Alaudidae,Lullula
23770,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23771,Erithacus rubecula,296,Erithacus rubecula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Erithacus
23772,Erithacus rubecula,296,Erithacus rubecula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Erithacus
23773,Turdus philomelos,290,Turdus philomelos,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
23774,Pica pica,431,Pica pica,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Pica
23775,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
23777,Parus major,371,Parus major,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Parus
23778,Lanius excubitor,406,Lanius excubitor,Metazoa,Chordata,Craniata,Aves,Passeriformes,Laniidae,Lanius
23779,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
23780,Lanius excubitor,406,Lanius excubitor,Metazoa,Chordata,Craniata,Aves,Passeriformes,Laniidae,Lanius
23781,Lullula arborea,236,Lullula arborea,Metazoa,Chordata,Craniata,Aves,Passeriformes,Alaudidae,Lullula
23783,Serinus serinus,442,Serinus serinus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Serinus
23784,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
23785,Erithacus rubecula,296,Erithacus rubecula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Erithacus
23786,Turdus philomelos,290,Turdus philomelos,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
23787,Phylloscopus collybita,353,Phylloscopus collybita,Metazoa,Chordata,Craniata,Aves,Passeriformes,Phylloscopidae,Phylloscopus
23788,Phylloscopus collybita,353,Phylloscopus collybita,Metazoa,Chordata,Craniata,Aves,Passeriformes,Phylloscopidae,Phylloscopus
23789,Turdus viscivorus,289,Turdus viscivorus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
23790,Garrulus glandarius,433,Garrulus glandarius,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Garrulus
23793,Pica pica,431,Pica pica,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Pica
23795,Garrulus glandarius,433,Garrulus glandarius,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Garrulus
23796,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23797,Parus major,371,Parus major,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Parus
23798,Lullula arborea,236,Lullula arborea,Metazoa,Chordata,Craniata,Aves,Passeriformes,Alaudidae,Lullula
23799,Lullula arborea,236,Lullula arborea,Metazoa,Chordata,Craniata,Aves,Passeriformes,Alaudidae,Lullula
23801,Serinus serinus,442,Serinus serinus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Serinus
23802,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
23803,Lanius excubitor,406,Lanius excubitor,Metazoa,Chordata,Craniata,Aves,Passeriformes,Laniidae,Lanius
23804,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23809,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23810,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
23811,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
23812,Turdus torquatus,294,Turdus torquatus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
23815,Troglodytes troglodytes,282,Troglodytes troglodytes,Metazoa,Chordata,Craniata,Aves,Passeriformes,Certhiidae,Troglodytes
23816,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
23818,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23820,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23821,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23825,Troglodytes troglodytes,282,Troglodytes troglodytes,Metazoa,Chordata,Craniata,Aves,Passeriformes,Certhiidae,Troglodytes
23826,Turdus merula,293,Turdus merula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
23827,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23828,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23829,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23830,Troglodytes troglodytes,282,Troglodytes troglodytes,Metazoa,Chordata,Craniata,Aves,Passeriformes,Certhiidae,Troglodytes
23831,Turdus merula,293,Turdus merula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
23833,Turdus torquatus,294,Turdus torquatus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
23836,Sylvia,317,Sylvia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Sylviidae,Sylvia
23837,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
23838,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
23839,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
23840,Turdus merula,293,Turdus merula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
23841,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23842,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23843,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23844,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23846,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23847,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23848,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
23849,Turdus merula,293,Turdus merula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
23851,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23852,Phoenicurus ochruros,304,Phoenicurus ochruros,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Phoenicurus
23853,Troglodytes troglodytes,282,Troglodytes troglodytes,Metazoa,Chordata,Craniata,Aves,Passeriformes,Certhiidae,Troglodytes
23854,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23856,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23857,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
23860,Turdus merula,293,Turdus merula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
23862,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23863,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
23864,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23865,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
23866,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
23867,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23868,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
23869,Phoenicurus ochruros,304,Phoenicurus ochruros,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Phoenicurus
23870,Phoenicurus ochruros,304,Phoenicurus ochruros,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Phoenicurus
23871,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
23872,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23873,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23874,Hippolais polyglotta,347,Hippolais polyglotta,Metazoa,Chordata,Craniata,Aves,Passeriformes,Sylviidae,Hippolais
23875,Carduelis cannabina,447,Carduelis cannabina,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Carduelis
23876,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
23880,Troglodytes troglodytes,282,Troglodytes troglodytes,Metazoa,Chordata,Craniata,Aves,Passeriformes,Certhiidae,Troglodytes
23881,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
23882,Troglodytes troglodytes,282,Troglodytes troglodytes,Metazoa,Chordata,Craniata,Aves,Passeriformes,Certhiidae,Troglodytes
23885,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
23886,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23887,Hippolais polyglotta,347,Hippolais polyglotta,Metazoa,Chordata,Craniata,Aves,Passeriformes,Sylviidae,Hippolais
23888,Periparus ater,373,Periparus ater,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Periparus
23889,Serinus serinus,442,Serinus serinus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Serinus
23890,Troglodytes troglodytes,282,Troglodytes troglodytes,Metazoa,Chordata,Craniata,Aves,Passeriformes,Certhiidae,Troglodytes
23891,Troglodytes troglodytes,282,Troglodytes troglodytes,Metazoa,Chordata,Craniata,Aves,Passeriformes,Certhiidae,Troglodytes
23892,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23894,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23895,Prunella modularis,285,Prunella modularis,Metazoa,Chordata,Craniata,Aves,Passeriformes,Passeridae,Prunella
23896,Carduelis cannabina,447,Carduelis cannabina,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Carduelis
23897,Hippolais polyglotta,347,Hippolais polyglotta,Metazoa,Chordata,Craniata,Aves,Passeriformes,Sylviidae,Hippolais
23898,Troglodytes troglodytes,282,Troglodytes troglodytes,Metazoa,Chordata,Craniata,Aves,Passeriformes,Certhiidae,Troglodytes
23899,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
23900,Troglodytes troglodytes,282,Troglodytes troglodytes,Metazoa,Chordata,Craniata,Aves,Passeriformes,Certhiidae,Troglodytes
23901,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
23902,Sylvia conspicillata,321,Sylvia conspicillata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Sylviidae,Sylvia
23903,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23904,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23905,Troglodytes troglodytes,282,Troglodytes troglodytes,Metazoa,Chordata,Craniata,Aves,Passeriformes,Certhiidae,Troglodytes
23908,Lullula arborea,236,Lullula arborea,Metazoa,Chordata,Craniata,Aves,Passeriformes,Alaudidae,Lullula
23909,Troglodytes troglodytes,282,Troglodytes troglodytes,Metazoa,Chordata,Craniata,Aves,Passeriformes,Certhiidae,Troglodytes
23910,Phoenicurus ochruros,304,Phoenicurus ochruros,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Phoenicurus
23911,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
23912,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23913,Prunella modularis,285,Prunella modularis,Metazoa,Chordata,Craniata,Aves,Passeriformes,Passeridae,Prunella
23914,Sylvia conspicillata,321,Sylvia conspicillata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Sylviidae,Sylvia
23915,Sylvia conspicillata,321,Sylvia conspicillata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Sylviidae,Sylvia
23916,Turdus merula,293,Turdus merula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
23917,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23918,Troglodytes troglodytes,282,Troglodytes troglodytes,Metazoa,Chordata,Craniata,Aves,Passeriformes,Certhiidae,Troglodytes
23919,Sylvia conspicillata,321,Sylvia conspicillata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Sylviidae,Sylvia
23920,Carduelis cannabina,447,Carduelis cannabina,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Carduelis
23921,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
23922,Serinus serinus,442,Serinus serinus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Serinus
23923,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
23924,Hippolais polyglotta,347,Hippolais polyglotta,Metazoa,Chordata,Craniata,Aves,Passeriformes,Sylviidae,Hippolais
23925,Serinus serinus,442,Serinus serinus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Serinus
23926,Turdus merula,293,Turdus merula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
23927,Troglodytes troglodytes,282,Troglodytes troglodytes,Metazoa,Chordata,Craniata,Aves,Passeriformes,Certhiidae,Troglodytes
23928,Turdus merula,293,Turdus merula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
23929,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
23930,Sylvia conspicillata,321,Sylvia conspicillata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Sylviidae,Sylvia
23931,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23932,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
23933,Serinus serinus,442,Serinus serinus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Serinus
23934,Lullula arborea,236,Lullula arborea,Metazoa,Chordata,Craniata,Aves,Passeriformes,Alaudidae,Lullula
23936,Carduelis cannabina,447,Carduelis cannabina,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Carduelis
23937,Hippolais polyglotta,347,Hippolais polyglotta,Metazoa,Chordata,Craniata,Aves,Passeriformes,Sylviidae,Hippolais
23938,Serinus serinus,442,Serinus serinus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Serinus
23939,Carduelis cannabina,447,Carduelis cannabina,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Carduelis
23940,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23941,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
23942,Troglodytes troglodytes,282,Troglodytes troglodytes,Metazoa,Chordata,Craniata,Aves,Passeriformes,Certhiidae,Troglodytes
23943,Carduelis cannabina,447,Carduelis cannabina,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Carduelis
23944,Troglodytes troglodytes,282,Troglodytes troglodytes,Metazoa,Chordata,Craniata,Aves,Passeriformes,Certhiidae,Troglodytes
23945,Prunella modularis,285,Prunella modularis,Metazoa,Chordata,Craniata,Aves,Passeriformes,Passeridae,Prunella
23946,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
23947,Sylvia conspicillata,321,Sylvia conspicillata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Sylviidae,Sylvia
23948,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23949,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
23950,Carduelis cannabina,447,Carduelis cannabina,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Carduelis
23951,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
23952,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
23953,Sylvia conspicillata,321,Sylvia conspicillata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Sylviidae,Sylvia
23955,Troglodytes troglodytes,282,Troglodytes troglodytes,Metazoa,Chordata,Craniata,Aves,Passeriformes,Certhiidae,Troglodytes
23956,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23957,Carduelis cannabina,447,Carduelis cannabina,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Carduelis
23958,Garrulus glandarius,433,Garrulus glandarius,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Garrulus
23959,Serinus serinus,442,Serinus serinus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Serinus
23960,Carduelis cannabina,447,Carduelis cannabina,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Carduelis
23961,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
23963,Carduelis cannabina,447,Carduelis cannabina,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Carduelis
23964,Sylvia conspicillata,321,Sylvia conspicillata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Sylviidae,Sylvia
23965,Lullula arborea,236,Lullula arborea,Metazoa,Chordata,Craniata,Aves,Passeriformes,Alaudidae,Lullula
23966,Carduelis cannabina,447,Carduelis cannabina,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Carduelis
23967,Alauda arvensis,234,Alauda arvensis,Metazoa,Chordata,Craniata,Aves,Passeriformes,Alaudidae,Alauda
23968,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
