id;nombre_cientifico;numero;distancia;desplazamiento;adis_transecto_id;fechai;fechaf;adis_visita_id;id_dicc_especies
2097;Emberiza cia;2;770;5;6;2008-05-12 09:05:00;2008-05-12 10:00:00;101;466
2098;Alectoris rufa;1;930;15;6;2008-05-12 09:05:00;2008-05-12 10:00:00;101;747
2099;Oenanthe oenanthe;4;1460;5;6;2008-05-12 09:05:00;2008-05-12 10:00:00;101;309
2100;Emberiza cia;1;1460;5;6;2008-05-12 09:05:00;2008-05-12 10:00:00;101;466
2101;Cuculus canorus;1;2000;45;6;2008-05-12 09:05:00;2008-05-12 10:00:00;101;806
2102;Alectoris rufa;1;100;5;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;747
2103;Emberiza cia;2;285;15;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;466
2104;Saxicola torquata;1;360;5;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;306
2105;Oenanthe hispanica;1;370;25;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;310
2106;Emberiza cia;1;367;5;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;466
2107;Fringilla coelebs;1;360;15;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;436
2108;Phoenicurus ochruros;1;450;5;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;304
2109;Emberiza cia;1;520;5;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;466
2110;Saxicola torquata;1;530;5;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;306
2111;Emberiza cirlus;1;740;15;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;464
2112;Saxicola torquata;1;780;5;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;306
2113;Pyrrhocorax pyrrhocorax;9;860;15;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;426
2114;Oenanthe oenanthe;3;905;5;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;309
2115;Oenanthe oenanthe;6;960;5;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;309
2116;Emberiza cia;2;960;5;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;466
2117;Oenanthe oenanthe;6;990;5;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;309
2118;Oenanthe oenanthe;3;1030;5;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;309
2119;Oenanthe oenanthe;2;1040;5;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;309
2120;Fringilla coelebs;1;1070;15;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;436
2121;Fringilla coelebs;1;1080;5;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;436
2122;Oenanthe oenanthe;1;1100;15;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;309
2123;Oenanthe oenanthe;1;1420;5;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;309
2124;Phoenicurus ochruros;1;1420;5;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;304
2125;Emberiza cia;1;1460;15;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;466
2126;Emberiza cia;1;1620;15;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;466
2127;Pyrrhocorax pyrrhocorax;2;1700;45;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;426
2128;Emberiza cia;1;1940;15;6;2008-05-19 09:45:00;2008-05-19 10:44:00;102;466
2129;Galerida theklae;1;209;45;10;2008-05-14 10:00:00;2008-05-14 10:53:00;103;239
2130;Lullula arborea;1;680;45;10;2008-05-14 10:00:00;2008-05-14 10:53:00;103;236
2131;Alectoris rufa;1;645;15;10;2008-05-14 10:00:00;2008-05-14 10:53:00;103;747
2132;Phoenicurus ochruros;1;680;35;10;2008-05-14 10:00:00;2008-05-14 10:53:00;103;304
2134;Emberiza cia;1;825;15;10;2008-05-14 10:00:00;2008-05-14 10:53:00;103;466
13888;Emberiza cia;2;695;5;9;2012-05-07 07:00:00;2012-05-07 08:44:00;580;466
2135;Alauda arvensis;1;1230;45;10;2008-05-14 10:00:00;2008-05-14 10:53:00;103;234
2136;Lullula arborea;2;1080;15;10;2008-05-14 10:00:00;2008-05-14 10:53:00;103;236
2137;Alectoris rufa;2;1430;45;10;2008-05-14 10:00:00;2008-05-14 10:53:00;103;747
2139;Monticola saxatilis;1;1740;5;10;2008-05-14 10:00:00;2008-05-14 10:53:00;103;314
2140;Lullula arborea;1;1730;45;10;2008-05-14 10:00:00;2008-05-14 10:53:00;103;236
2141;Alauda arvensis;1;1780;45;10;2008-05-14 10:00:00;2008-05-14 10:53:00;103;234
2142;Oenanthe oenanthe;1;1810;5;10;2008-05-14 10:00:00;2008-05-14 10:53:00;103;309
2143;Monticola saxatilis;1;1900;5;10;2008-05-14 10:00:00;2008-05-14 10:53:00;103;314
2144;Emberiza cia;2;2080;5;10;2008-05-14 10:00:00;2008-05-14 10:53:00;103;466
2145;Alauda arvensis;1;1950;45;10;2008-05-14 10:00:00;2008-05-14 10:53:00;103;234
2146;Phoenicurus ochruros;2;2075;15;10;2008-05-14 10:00:00;2008-05-14 10:53:00;103;304
2147;Saxicola torquata;2;2130;5;10;2008-05-14 10:00:00;2008-05-14 10:53:00;103;306
2148;Phoenicurus ochruros;1;2150;15;10;2008-05-14 10:00:00;2008-05-14 10:53:00;103;304
2149;Lullula arborea;1;2150;45;10;2008-05-14 10:00:00;2008-05-14 10:53:00;103;236
2150;Cuculus canorus;1;165;35;10;2008-05-21 10:15:00;2008-05-21 11:09:00;104;806
2151;Phoenicurus ochruros;1;180;35;10;2008-05-21 10:15:00;2008-05-21 11:09:00;104;304
2153;Monticola saxatilis;1;340;15;10;2008-05-21 10:15:00;2008-05-21 11:09:00;104;314
2154;Phoenicurus ochruros;1;530;5;10;2008-05-21 10:15:00;2008-05-21 11:09:00;104;304
2156;Alectoris rufa;2;540;25;10;2008-05-21 10:15:00;2008-05-21 11:09:00;104;747
2157;Emberiza cia;1;560;25;10;2008-05-21 10:15:00;2008-05-21 11:09:00;104;466
2158;Emberiza cia;1;710;5;10;2008-05-21 10:15:00;2008-05-21 11:09:00;104;466
2159;Alectoris rufa;2;820;15;10;2008-05-21 10:15:00;2008-05-21 11:09:00;104;747
2160;Oenanthe oenanthe;1;1050;5;10;2008-05-21 10:15:00;2008-05-21 11:09:00;104;309
2161;Alauda arvensis;1;1130;45;10;2008-05-21 10:15:00;2008-05-21 11:09:00;104;234
2163;Oenanthe oenanthe;2;1200;5;10;2008-05-21 10:15:00;2008-05-21 11:09:00;104;309
2164;Anthus campestris;1;1200;5;10;2008-05-21 10:15:00;2008-05-21 11:09:00;104;264
2165;Emberiza cia;1;1320;15;10;2008-05-21 10:15:00;2008-05-21 11:09:00;104;466
2166;Emberiza cia;1;1310;5;10;2008-05-21 10:15:00;2008-05-21 11:09:00;104;466
2167;Emberiza cia;1;1360;5;10;2008-05-21 10:15:00;2008-05-21 11:09:00;104;466
2168;Alectoris rufa;2;1830;5;10;2008-05-21 10:15:00;2008-05-21 11:09:00;104;747
2169;Oenanthe oenanthe;1;1860;15;10;2008-05-21 10:15:00;2008-05-21 11:09:00;104;309
2170;Alauda arvensis;1;1870;45;10;2008-05-21 10:15:00;2008-05-21 11:09:00;104;234
2172;Phoenicurus ochruros;1;2010;15;10;2008-05-21 10:15:00;2008-05-21 11:09:00;104;304
2173;Oenanthe oenanthe;1;2100;25;10;2008-05-21 10:15:00;2008-05-21 11:09:00;104;309
2174;Periparus ater;3;205;15;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;373
2175;Fringilla coelebs;1;205;15;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;436
2176;Erithacus rubecula;1;205;15;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;296
2177;Certhia brachydactyla;1;205;5;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;392
2178;Certhia brachydactyla;1;260;25;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;392
2179;Lullula arborea;1;330;35;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;236
2180;Emberiza cia;1;330;15;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;466
2181;Periparus ater;1;375;45;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;373
2182;Alectoris rufa;2;450;45;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;747
2183;Fringilla coelebs;1;480;45;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;436
2184;Periparus ater;1;480;45;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;373
2185;Alectoris rufa;2;670;35;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;747
2186;Emberiza cia;2;965;5;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;466
2187;Serinus serinus;1;995;5;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;442
2188;Saxicola torquata;1;995;35;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;306
2189;Emberiza cia;1;1030;25;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;466
2191;Turdus merula;1;1130;25;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;293
2192;Saxicola torquata;1;1200;15;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;306
2193;Emberiza cia;1;1320;15;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;466
2194;Alectoris rufa;2;1320;5;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;747
2195;Saxicola torquata;1;1420;35;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;306
2197;Saxicola torquata;2;1470;15;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;306
2198;Emberiza cia;1;1470;5;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;466
2199;Parus major;1;1480;5;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;371
2200;Emberiza cia;1;1590;15;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;466
2201;Emberiza cia;1;1800;15;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;466
2202;Turdus merula;1;1900;5;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;293
2203;Turdus merula;1;1960;15;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;293
2204;Fringilla coelebs;1;2040;15;5;2008-05-23 10:35:00;2008-05-23 12:40:00;105;436
2205;Saxicola torquata;1;10;15;5;2008-05-30 16:30:00;2008-05-30 17:40:00;106;306
2206;Loxia curvirostra;1;10;5;5;2008-05-30 16:30:00;2008-05-30 17:40:00;106;452
2207;Turdus merula;1;36;45;5;2008-05-30 16:30:00;2008-05-30 17:40:00;106;293
2208;Fringilla coelebs;1;140;35;5;2008-05-30 16:30:00;2008-05-30 17:40:00;106;436
2209;Fringilla coelebs;2;197;15;5;2008-05-30 16:30:00;2008-05-30 17:40:00;106;436
2210;Erithacus rubecula;1;275;15;5;2008-05-30 16:30:00;2008-05-30 17:40:00;106;296
2211;Periparus ater;1;340;5;5;2008-05-30 16:30:00;2008-05-30 17:40:00;106;373
2212;Emberiza cia;1;545;5;5;2008-05-30 16:30:00;2008-05-30 17:40:00;106;466
2213;Saxicola torquata;1;572;25;5;2008-05-30 16:30:00;2008-05-30 17:40:00;106;306
2214;Emberiza cia;1;572;15;5;2008-05-30 16:30:00;2008-05-30 17:40:00;106;466
2215;Emberiza cia;1;648;15;5;2008-05-30 16:30:00;2008-05-30 17:40:00;106;466
2216;Phoenicurus ochruros;2;785;5;5;2008-05-30 16:30:00;2008-05-30 17:40:00;106;304
2217;Emberiza cia;2;785;15;5;2008-05-30 16:30:00;2008-05-30 17:40:00;106;466
2218;Emberiza cia;2;990;15;5;2008-05-30 16:30:00;2008-05-30 17:40:00;106;466
2219;Pyrrhocorax pyrrhocorax;2;1070;5;5;2008-05-30 16:30:00;2008-05-30 17:40:00;106;426
2220;Alectoris rufa;1;1070;15;5;2008-05-30 16:30:00;2008-05-30 17:40:00;106;747
2222;Saxicola torquata;1;1340;15;5;2008-05-30 16:30:00;2008-05-30 17:40:00;106;306
2223;Saxicola torquata;1;1470;15;5;2008-05-30 16:30:00;2008-05-30 17:40:00;106;306
2224;Emberiza cia;2;1570;15;5;2008-05-30 16:30:00;2008-05-30 17:40:00;106;466
2225;Emberiza cia;3;1640;25;5;2008-05-30 16:30:00;2008-05-30 17:40:00;106;466
2226;Emberiza cia;1;1700;15;5;2008-05-30 16:30:00;2008-05-30 17:40:00;106;466
2227;Emberiza cia;1;1770;5;5;2008-05-30 16:30:00;2008-05-30 17:40:00;106;466
2228;Emberiza cia;1;1820;15;5;2008-05-30 16:30:00;2008-05-30 17:40:00;106;466
2229;Cyanistes caeruleus;3;1200;5;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;375
2230;Cyanistes caeruleus;1;1200;25;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;375
2231;Cyanistes caeruleus;2;1230;5;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;375
2232;Garrulus glandarius;1;1280;15;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;433
2233;Cyanistes caeruleus;1;1280;25;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;375
2234;Garrulus glandarius;1;1300;5;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;433
2235;Turdus merula;1;1300;5;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;293
2236;Emberiza cia;1;1300;25;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;466
2237;Cyanistes caeruleus;1;1340;5;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;375
2238;Cyanistes caeruleus;1;1340;35;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;375
2239;Cyanistes caeruleus;3;1410;5;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;375
2240;Sitta europaea;1;1410;5;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;386
2241;Sitta europaea;1;1410;35;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;386
2242;Cyanistes caeruleus;2;1430;5;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;375
2243;Fringilla coelebs;1;1430;25;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;436
2244;Cyanistes caeruleus;3;1490;25;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;375
2245;Certhia brachydactyla;1;1600;5;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;392
2246;Fringilla coelebs;1;1600;35;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;436
2247;Cyanistes caeruleus;2;1600;15;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;375
2248;Cyanistes caeruleus;1;1600;5;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;375
2249;Certhia brachydactyla;1;1620;5;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;392
2250;Cyanistes caeruleus;2;1660;5;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;375
2251;Cyanistes caeruleus;2;1700;15;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;375
2252;Turdus merula;1;1700;35;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;293
2253;Cyanistes caeruleus;1;1740;5;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;375
2254;Cyanistes caeruleus;4;1790;5;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;375
2255;Fringilla coelebs;2;1810;5;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;436
2256;Turdus merula;1;1870;35;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;293
2257;Fringilla coelebs;1;1870;35;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;436
2258;Cyanistes caeruleus;1;1870;15;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;375
2259;Picus viridis;1;1910;45;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;854
2260;Emberiza cirlus;1;1910;25;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;464
2261;Fringilla coelebs;1;1950;35;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;436
2262;Cyanistes caeruleus;3;2000;5;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;375
2263;Cyanistes caeruleus;1;2000;35;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;375
2264;Cyanistes caeruleus;1;2090;15;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;375
2265;Turdus merula;1;2120;25;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;293
2266;Cyanistes caeruleus;1;2150;25;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;375
2267;Cyanistes caeruleus;1;2200;25;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;375
2268;Parus major;1;2200;25;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;371
2269;Erithacus rubecula;1;2200;25;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;296
2270;Cyanistes caeruleus;1;2250;25;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;375
2271;Periparus ater;2;2260;5;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;373
2272;Cyanistes caeruleus;2;2260;5;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;375
2273;Fringilla coelebs;2;2260;5;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;436
2274;Turdus merula;1;2280;5;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;293
2275;Aegithalos caudatus;2;2280;5;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;380
2276;Cyanistes caeruleus;4;2280;5;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;375
2277;Fringilla coelebs;2;2280;5;2;2008-05-07 17:55:00;2008-05-07 19:45:00;93;436
2278;Cyanistes caeruleus;2;620;15;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;375
2279;Cyanistes caeruleus;3;750;25;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;375
2280;Emberiza cirlus;1;850;5;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;464
2281;Picus viridis;1;850;45;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;854
2282;Cyanistes caeruleus;1;966;5;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;375
2283;Cyanistes caeruleus;2;966;35;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;375
2284;Cyanistes caeruleus;2;1090;25;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;375
2285;Cyanistes caeruleus;1;1170;25;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;375
2286;Cyanistes caeruleus;1;1190;5;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;375
2287;Cyanistes caeruleus;2;1190;25;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;375
2288;Cyanistes caeruleus;2;1240;15;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;375
2289;Garrulus glandarius;2;1240;15;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;433
2290;Fringilla coelebs;1;1270;25;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;436
2291;Turdus merula;1;1270;25;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;293
2292;Cyanistes caeruleus;1;1300;5;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;375
2293;Cyanistes caeruleus;2;1300;25;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;375
2294;Cyanistes caeruleus;2;1380;15;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;375
2295;Parus major;1;1380;15;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;371
2296;Cyanistes caeruleus;1;1520;5;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;375
2297;Cyanistes caeruleus;2;1520;25;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;375
2298;Cyanistes caeruleus;2;1570;25;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;375
2299;Cyanistes caeruleus;1;1630;5;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;375
2300;Cyanistes caeruleus;2;1660;5;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;375
2301;Fringilla coelebs;1;1740;15;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;436
2302;Sitta europaea;1;1740;25;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;386
2303;Parus major;1;1740;25;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;371
2304;Cyanistes caeruleus;2;1780;15;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;375
2305;Cyanistes caeruleus;1;1780;25;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;375
2306;Cyanistes caeruleus;2;1840;15;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;375
2307;Cyanistes caeruleus;2;1920;5;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;375
2308;Fringilla coelebs;2;1990;25;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;436
2309;Cyanistes caeruleus;2;1990;5;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;375
2310;Parus major;1;1990;25;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;371
2311;Garrulus glandarius;2;2030;5;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;433
2312;Cyanistes caeruleus;1;2030;5;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;375
2313;Parus major;1;2100;35;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;371
2314;Cyanistes caeruleus;1;2210;5;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;375
2315;Cyanistes caeruleus;1;2210;15;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;375
2316;Garrulus glandarius;1;2210;5;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;433
2317;Parus major;2;2210;5;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;371
2318;Cyanistes caeruleus;3;2210;5;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;375
2319;Fringilla coelebs;1;2210;15;2;2008-05-21 10:30:00;2008-05-21 12:45:00;94;436
2320;Periparus ater;1;10;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;373
2321;Cyanistes caeruleus;2;10;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;375
2322;Garrulus glandarius;2;119;45;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;433
2323;Fringilla coelebs;1;120;15;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;436
2324;Parus major;2;238;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;371
2325;Fringilla coelebs;1;245;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;436
2326;Garrulus glandarius;2;280;45;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;433
2327;Garrulus glandarius;1;300;25;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;433
2328;Columba palumbus;2;380;15;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;796
2329;Garrulus glandarius;1;414;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;433
2330;Garrulus glandarius;1;460;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;433
2331;Cyanistes caeruleus;2;475;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;375
2332;Parus major;1;475;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;371
2333;Emberiza cia;2;506;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;466
2334;Cyanistes caeruleus;1;506;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;375
2335;Garrulus glandarius;1;512;45;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;433
2336;Fringilla coelebs;3;520;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;436
2337;Garrulus glandarius;2;780;25;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;433
2338;Columba palumbus;2;803;15;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;796
2339;Turdus viscivorus;1;887;15;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;289
2342;Fringilla coelebs;1;1100;35;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;436
2343;Parus major;2;1250;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;371
2344;Fringilla coelebs;2;1220;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;436
2345;Pica pica;2;1250;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;431
2346;Fringilla coelebs;1;1250;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;436
2347;Parus major;1;1230;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;371
2348;Emberiza cia;1;1240;15;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;466
2349;Parus major;1;1300;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;371
2350;Columba palumbus;2;1390;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;796
2351;Cyanistes caeruleus;1;1350;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;375
2352;Fringilla coelebs;2;1420;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;436
2353;Cyanistes caeruleus;1;1560;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;375
2354;Fringilla coelebs;1;1600;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;436
2355;Erithacus rubecula;1;1610;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;296
2356;Turdus merula;1;1650;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;293
2357;Erithacus rubecula;1;1690;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;296
2358;Cyanistes caeruleus;1;1640;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;375
2359;Parus major;1;1690;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;371
2361;Fringilla coelebs;2;1710;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;436
2362;Columba palumbus;1;1770;45;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;796
2363;Garrulus glandarius;1;1860;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;433
2364;Erithacus rubecula;1;1870;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;296
2365;Erithacus rubecula;1;1890;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;296
2366;Columba palumbus;2;1950;0;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;796
2367;Fringilla coelebs;2;1970;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;436
2368;Erithacus rubecula;1;1990;15;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;296
2369;Erithacus rubecula;1;2010;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;296
2370;Erithacus rubecula;1;2070;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;296
2371;Turdus merula;1;2110;25;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;293
2372;Erithacus rubecula;1;2210;15;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;296
2373;Erithacus rubecula;1;2310;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;296
2374;Turdus merula;1;2420;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;293
2375;Fringilla coelebs;1;2440;5;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;436
2376;Erithacus rubecula;1;2420;15;12;2008-05-15 10:07:00;2008-05-15 11:47:00;107;296
2377;Garrulus glandarius;1;180;5;12;2008-05-26 10:15:00;2008-05-26 11:34:00;108;433
2378;Fringilla coelebs;1;215;5;12;2008-05-26 10:15:00;2008-05-26 11:34:00;108;436
